number of features per object,number of novel features for novel object,power,   forgetting,novelty,lambda,novel word,familiar object,scene,overlapping features, ratio-SUM,ratio-PROD
5,0,0.5,False,False,0.0001,link:N,color:N,"set(['linkage#1', 'visual property#1', 'color', 'abstraction#6', 'attribute#2', 'link', 'property#2', 'connection#1', 'relation#1'])",['abstraction#6'],15.612486678799813,349693.61841743597
5,0,0.5,False,False,0.0001,lollipop:N,shop:N,"set(['food#1', 'physical entity#1', 'artifact#1', 'matter#3', 'substance#7', 'whole#2', 'structure#1', 'object#1', 'nutriment#1'])",['physical entity#1'],7.3869006933400945,2103.4879718518309
5,0,0.5,False,False,0.0001,luck:N,table:N,"set(['state#2', 'abstraction#6', 'array#1', 'attribute#2', 'arrangement#2', 'group#1', 'table', 'condition#3', 'luck'])",['abstraction#6'],0.67837701833493513,0.0067936465455310053
5,0,0.5,False,False,0.0001,marshmallow:N,window:N,"set(['food#1', 'physical entity#1', 'artifact#1', 'matter#3', 'substance#7', 'whole#2', 'structure#1', 'object#1', 'nutriment#1'])",['physical entity#1'],7.3869006933400945,2103.4879718518309
5,0,0.5,False,False,0.0001,mat:N,pie:N,"set(['food#2', 'artifact#1', 'matter#3', 'whole#2', 'baked goods#1', 'physical entity#1', 'covering#2', 'object#1', 'solid#1'])",['physical entity#1'],0.97858042133648238,0.0082039674529531294
5,0,0.5,False,False,0.0001,mixture:N,hand:N,"set(['part#1', 'external body part#1', 'part#3', 'matter#3', 'body part#1', 'substance#1', 'physical entity#1', 'relation#1', 'thing#12'])",['physical entity#1'],0.55061642226755869,0.63839766533752129
5,0,0.5,False,False,0.0001,moon:N,percy:N,"set(['organism#1', 'causal agent#1', 'natural object#1', 'person#1', 'whole#2', 'physical entity#1', 'living thing#1', 'celestial body#1', 'object#1'])",['whole#2'],1.6155219723687175,4.819062438554595
5,0,0.5,False,False,0.0001,mound:N,person:N,"set(['organism#1', 'causal agent#1', 'physical entity#1', 'artifact#1', 'whole#2', 'person', 'living thing#1', 'instrumentality#3', 'object#1'])",['whole#2'],0.097778127834832751,0.0035536754704154705
5,0,0.5,False,False,0.0001,mouth:N,juice:N,"set(['food#1', 'part#3', 'matter#3', 'substance#7', 'body part#1', 'structure#4', 'physical entity#1', 'thing#12', 'foodstuff#2'])",['physical entity#1'],7.5262817302105551,2.4041070509925282
5,0,0.5,False,False,0.0001,muscle:N,juice:N,"set(['food#1', 'part#3', 'organ#1', 'matter#3', 'substance#7', 'body part#1', 'physical entity#1', 'thing#12', 'foodstuff#2'])",['physical entity#1'],1.4082084476167329,0.36345989657194183
5,0,0.5,False,False,0.0001,nap:N,help:N,"set(['activity#1', 'measure#2', 'fundamental quantity#1', 'act#2', 'nap', 'event#1', 'psychological feature#1', 'abstraction#6', 'time period#1'])",['abstraction#6'],3.7703313126483295,20.468161779106378
5,0,0.5,False,False,0.0001,net:N,breakfast:N,"set(['food#1', 'artifact#1', 'matter#3', 'substance#7', 'whole#2', 'physical entity#1', 'nutriment#1', 'instrumentality#3', 'object#1'])",['physical entity#1'],0.062344600547150762,7.7946223531411062e-05
5,0,0.5,False,False,0.0001,nightclub:N,face:N,"set(['external body part#1', 'part#3', 'artifact#1', 'body part#1', 'whole#2', 'physical entity#1', 'structure#1', 'object#1', 'thing#12'])",['physical entity#1'],0.29329416336403252,0.0065132188937376493
5,0,0.5,False,False,0.0001,open:N,head:N,"set(['external body part#1', 'part#3', 'location#1', 'body part#1', 'region#3', 'physical entity#1', 'object#1', 'thing#12'])",['physical entity#1'],7.3061529651926724,1309.7910090079458
5,0,0.5,False,False,0.0001,pal:N,star:N,"set(['organism#1', 'causal agent#1', 'natural object#1', 'person#1', 'whole#2', 'physical entity#1', 'object#1', 'celestial body#1', 'living thing#1'])",['whole#2'],0.61899498558585109,0.20750924329171697
5,0,0.5,False,False,0.0001,palace:N,face:N,"set(['external body part#1', 'part#3', 'artifact#1', 'body part#1', 'whole#2', 'physical entity#1', 'structure#1', 'object#1', 'thing#12'])",['physical entity#1'],0.29329416336403258,0.0065132188937376519
5,0,0.5,False,False,0.0001,pedestrian:N,sun:N,"set(['organism#1', 'causal agent#1', 'natural object#1', 'person#1', 'whole#2', 'physical entity#1', 'object#1', 'celestial body#1', 'living thing#1'])",['whole#2'],0.61899498558585109,0.20750924329171694
5,0,0.5,False,False,0.0001,peel:N,sun:N,"set(['organism#1', 'causal agent#1', 'natural object#1', 'person#1', 'whole#2', 'physical entity#1', 'object#1', 'celestial body#1', 'living thing#1'])",['whole#2'],0.61899498558585109,0.20750924329171697
5,0,0.5,False,False,0.0001,peeling:N,photo:N,"set(['creation#2', 'artifact#1', 'whole#2', 'physical entity#1', 'process#6', 'phenomenon#1', 'natural phenomenon#1', 'object#1'])",['physical entity#1'],4.8469660183150811,25925.449494222645
5,0,0.5,False,False,0.0001,plural:N,time:N,"set(['part#1', 'abstraction#6', 'time', 'happening#1', 'event#1', 'psychological feature#1', 'relation#1', 'language unit#1'])",['abstraction#6'],1.6347251357022019,10.089919535621087
5,0,0.5,False,False,0.0001,problem:N,morning:N,"set(['measure#2', 'fundamental quantity#1', 'state#2', 'condition#1', 'abstraction#6', 'morning', 'attribute#2', 'time period#1'])",['abstraction#6'],0.88189596028075901,0.24275387657177244
5,0,0.5,False,False,0.0001,produce:N,ladder:N,"set(['food#2', 'way#6', 'artifact#1', 'matter#3', 'whole#2', 'physical entity#1', 'produce', 'object#1', 'solid#1'])",['physical entity#1'],1.0400664884449897,146.50434940780838
5,0,0.5,False,False,0.0001,raja:N,sun:N,"set(['organism#1', 'causal agent#1', 'natural object#1', 'person#1', 'whole#2', 'physical entity#1', 'object#1', 'celestial body#1', 'living thing#1'])",['whole#2'],0.61899498558585109,0.20750924329171691
5,0,0.5,False,False,0.0001,runway:N,foot:N,"set(['external body part#1', 'part#3', 'artifact#1', 'body part#1', 'whole#2', 'physical entity#1', 'object#1', 'instrumentality#3', 'thing#12'])",['physical entity#1'],0.13458614967161317,0.0010479162652546872
5,0,0.5,False,False,0.0001,scream:N,party:N,"set(['social group#1', 'auditory communication#1', 'abstraction#6', 'organization#1', 'utterance#1', 'communication#2', 'group#1', 'party', 'cry#1'])",['abstraction#6'],4.4175962544358782,38.903342124633795
5,0,0.5,False,False,0.0001,screwdriver:N,foot:N,"set(['external body part#1', 'part#3', 'artifact#1', 'body part#1', 'whole#2', 'physical entity#1', 'object#1', 'instrumentality#3', 'thing#12'])",['physical entity#1'],0.13458614967161317,0.0010479162652546872
5,0,0.5,False,False,0.0001,shame:N,time:N,"set(['state#2', 'abstraction#6', 'time', 'happening#1', 'attribute#2', 'shame', 'event#1', 'psychological feature#1', 'feeling#1'])",['abstraction#6'],2.5787916408366387,12.739875549192378
5,0,0.5,False,False,0.0001,situation:N,yellow:N,"set(['visual property#1', 'state#2', 'abstraction#6', 'attribute#2', 'entity#1', 'property#2', 'situation', 'color#1', 'chromatic color#1'])",['attribute#2'],8.1254139560257261,3341.28120864022
5,0,0.5,False,False,0.0001,slipper:N,hand:N,"set(['external body part#1', 'part#3', 'artifact#1', 'body part#1', 'whole#2', 'physical entity#1', 'covering#2', 'object#1', 'thing#12'])",['physical entity#1'],1.8010882816028284,0.058435935118969141
5,0,0.5,False,False,0.0001,smoke:N,brick:N,"set(['artifact#1', 'whole#2', 'physical entity#1', 'physical phenomenon#1', 'object#1', 'phenomenon#1', 'instrumentality#3', 'natural phenomenon#1', 'process#6'])",['physical entity#1'],19.328078039523522,470991.99406339898
5,0,0.5,False,False,0.0001,snack:N,shop:N,"set(['food#1', 'physical entity#1', 'artifact#1', 'matter#3', 'substance#7', 'whole#2', 'structure#1', 'object#1', 'nutriment#1'])",['physical entity#1'],7.3869006933400971,2103.4879718518309
5,0,0.5,False,False,0.0001,speed:N,last:N,"set(['measure#2', 'last', 'abstraction#6', 'magnitude relation#1', 'rate#1', 'point#6', 'speed', 'relation#1', 'end#2'])",['abstraction#6'],2.2274238866794707,101.09163633339874
5,0,0.5,False,False,0.0001,stall:N,stuff:N,"set(['part#1', 'artifact#1', 'matter#3', 'substance#1', 'whole#2', 'physical entity#1', 'structure#1', 'object#1', 'relation#1'])",['physical entity#1'],0.53266512131291532,0.010202447858724715
5,0,0.5,False,False,0.0001,standing:N,green:N,"set(['standing', 'visual property#1', 'state#2', 'abstraction#6', 'attribute#2', 'property#2', 'color#1', 'status#1', 'chromatic color#1'])",['attribute#2'],8.1254139560257297,3341.2812086402241
5,0,0.5,False,False,0.0001,state:N,easel:N,"set(['district#1', 'location#1', 'artifact#1', 'whole#2', 'region#3', 'administrative district#1', 'device#1', 'object#1', 'instrumentality#3'])",['object#1'],33.944785988452068,61835457.379778028
5,0,0.5,False,False,0.0001,stuff:N,pen:N,"set(['part#1', 'artifact#1', 'matter#3', 'whole#2', 'substance#1', 'physical entity#1', 'object#1', 'instrumentality#3', 'relation#1'])",['physical entity#1'],4.1257797630088193,639.31180028848689
5,0,0.5,False,False,0.0001,sucker:N,ladder:N,"set(['food#2', 'way#6', 'artifact#1', 'matter#3', 'whole#2', 'physical entity#1', 'seafood#1', 'object#1', 'solid#1'])",['physical entity#1'],1.0400664884449897,146.50434940780843
5,0,0.5,False,False,0.0001,tap:N,type:N,"set(['tap', 'event#1', 'content#5', 'happening#1', 'cognition#1', 'concept#1', 'sound#4', 'psychological feature#1', 'idea#1'])",['psychological feature#1'],0.4970868785744133,0.0007690977119688793
5,0,0.5,False,False,0.0001,thickness:N,night:N,"set(['measure#2', 'fundamental quantity#1', 'dimension#1', 'abstraction#6', 'attribute#2', 'property#2', 'night', 'magnitude#1', 'time period#1'])",['abstraction#6'],1.6262913868208153,0.26348784912749124
5,0,0.5,False,False,0.0001,timing:N,look:N,"set(['countenance#1', 'look', 'abstraction#6', 'appearance#1', 'attribute#2', 'quality#1', 'property#2', 'timing', 'temporal property#1'])",['attribute#2'],1.0104395994683142,0.50932362014666865
5,0,0.5,False,False,0.0001,toenail:N,room:N,"set(['physical entity#1', 'artifact#1', 'part#3', 'body part#1', 'whole#2', 'structure#4', 'structure#1', 'object#1', 'thing#12'])",['physical entity#1'],27.083700673552801,1591.3857550273988
5,0,0.5,False,False,0.0001,toffee:N,crayon:N,"set(['food#1', 'artifact#1', 'matter#3', 'substance#7', 'whole#2', 'physical entity#1', 'object#1', 'instrumentality#3', 'nutriment#1'])",['physical entity#1'],16.097754962101725,13074.019418608275
5,0,0.5,False,False,0.0001,tortilla:N,foot:N,"set(['food#2', 'external body part#1', 'part#3', 'matter#3', 'body part#1', 'baked goods#1', 'physical entity#1', 'solid#1', 'thing#12'])",['physical entity#1'],1.8417245582396118,7.191666118667345
5,0,0.5,False,False,0.0001,tug:N,page:N,"set(['propulsion#2', 'part#1', 'matter#3', 'abstraction#6', 'substance#1', 'event#1', 'psychological feature#1', 'act#2', 'relation#1'])",['abstraction#6'],8.8603422100489659,1406.9732778959815
5,0,0.5,False,False,0.0001,tumble:N,type:N,"set(['accomplishment#1', 'act#2', 'content#5', 'action#1', 'cognition#1', 'concept#1', 'event#1', 'psychological feature#1', 'idea#1'])",['psychological feature#1'],0.551246068669486,0.0073939082762681848
5,0,0.5,False,False,0.0001,twinkle:N,u:N,"set(['part#1', 'twinkle', 'matter#3', 'abstraction#6', 'substance#1', 'happening#1', 'event#1', 'psychological feature#1', 'relation#1'])",['abstraction#6'],8.6611167614807751,381.53692416351095
5,0,0.5,False,False,0.0001,valve:N,mat:N,"set(['part#3', 'artifact#1', 'body part#1', 'whole#2', 'structure#4', 'physical entity#1', 'covering#2', 'object#1', 'thing#12'])",['physical entity#1'],4.4103842165818028,177.37448276933242
5,0,0.5,False,False,0.0001,veg:N,brick:N,"set(['food#2', 'produce#1', 'artifact#1', 'matter#3', 'whole#2', 'physical entity#1', 'object#1', 'solid#1', 'instrumentality#3'])",['physical entity#1'],15.55963056274569,8077.9052913801333
5,0,0.5,False,False,0.0001,window:N,mouth:N,"set(['part#3', 'artifact#1', 'body part#1', 'structure#4', 'whole#2', 'physical entity#1', 'structure#1', 'object#1', 'thing#12'])",['physical entity#1'],0.037239122856579779,0.00070355670607421107
5,0,0.5,False,False,0.0001,yoga:N,stay:N,"set(['belief#1', 'act#2', 'content#5', 'stay', 'attribute#2', 'cognition#1', 'event#1', 'psychological feature#1', 'abstraction#6'])",['psychological feature#1'],0.68984000864678074,1.1977397819674602
5,0,1,False,0.03,-1,abuse:N,night:N,"set(['activity#1', 'measure#2', 'fundamental quantity#1', 'abstraction#6', 'event#1', 'night', 'psychological feature#1', 'act#2', 'time period#1'])",['abstraction#6'],0.63418966124266762,0.083616362566531793
5,0,1,False,0.03,-1,abuse:N,night:N,"set(['measure#2', 'fundamental quantity#1', 'novelft#1', 'abstraction#6', 'night', 'event#1', 'psychological feature#1', 'act#2', 'time period#1'])",['abstraction#6'],0.90868600838760993,0.31943491897378956
5,0,1,False,0.03,-1,army:N,need:N,"set(['group#1', 'state#2', 'condition#1', 'novelft#1', 'abstraction#6', 'attribute#2', 'force#4', 'social group#1', 'need'])",['abstraction#6'],1.4522321605355997,9.1205211392371766
5,0,1,False,0.03,-1,banister:N,mouth:N,"set(['part#3', 'artifact#1', 'novelft#1', 'body part#1', 'structure#4', 'whole#2', 'physical entity#1', 'object#1', 'thing#12'])",['physical entity#1'],0.71561639214435491,0.011310750206044998
5,0,1,False,0.03,-1,barrier:N,mouth:N,"set(['part#3', 'artifact#1', 'novelft#1', 'body part#1', 'structure#4', 'whole#2', 'physical entity#1', 'structure#1', 'thing#12'])",['physical entity#1'],0.86774037684595073,0.064659511937830497
5,0,1,False,0.03,-1,bauble:N,table:N,"set(['signal#1', 'abstraction#6', 'array#1', 'communication#2', 'arrangement#2', 'staff#5', 'group#1', 'novelft#1', 'table'])",['abstraction#6'],0.94540762995862893,0.5430507525125523
5,0,1,False,0.03,-1,bauble:N,table:N,"set(['symbol#1', 'signal#1', 'abstraction#6', 'array#1', 'communication#2', 'arrangement#2', 'staff#5', 'group#1', 'table'])",['abstraction#6'],0.94540762995862893,0.5430507525125523
5,0,1,False,0.03,-1,behavior:N,bit:N,"set(['measure#2', 'novelft#1', 'abstraction#6', 'event#1', 'indefinite quantity#1', 'bit', 'psychological feature#1', 'act#2', 'small indefinite quantity#1'])",['abstraction#6'],1.0532060795322975,0.81531297333204422
5,0,1,False,0.03,-1,biro:N,breakfast:N,"set(['food#1', 'artifact#1', 'matter#3', 'substance#7', 'whole#2', 'physical entity#1', 'nutriment#1', 'novelft#1', 'instrumentality#3'])",['physical entity#1'],0.77054595277271798,0.015768741504145787
5,0,1,False,0.03,-1,bit:N,page:N,"set(['part#1', 'novelft#1', 'abstraction#6', 'substance#1', 'small indefinite quantity#1', 'matter#3', 'indefinite quantity#1', 'bit', 'relation#1'])",['abstraction#6'],2.985218193874088,290.76602282553881
5,0,1,False,0.03,-1,blanket:N,ear:N,"set(['part#3', 'organ#1', 'body part#1', 'whole#2', 'physical entity#1', 'covering#2', 'object#1', 'artifact#1', 'thing#12'])",['physical entity#1'],0.66593075057090723,0.011541536334217312
5,0,1,False,0.03,-1,blanket:N,ear:N,"set(['part#3', 'organ#1', 'novelft#1', 'body part#1', 'physical entity#1', 'covering#2', 'object#1', 'artifact#1', 'thing#12'])",['physical entity#1'],1.3435319498475318,0.21305584696837354
5,0,1,False,0.03,-1,blind:N,goal:N,"set(['blind', 'goal', 'abstraction#6', 'content#5', 'cognition#1', 'group#1', 'people#1', 'psychological feature#1'])",['abstraction#6'],0.96853426884385752,0.75119507361859716
5,0,1,False,0.03,-1,blind:N,goal:N,"set(['blind', 'goal', 'novelft#1', 'abstraction#6', 'content#5', 'entity#1', 'cognition#1', 'group#1', 'psychological feature#1'])",['abstraction#6'],1.1220272540565446,1.6113229649304757
5,0,1,False,0.03,-1,breath:N,foot:N,"set(['external body part#1', 'part#3', 'body part#1', 'breath', 'physical entity#1', 'process#6', 'bodily process#1', 'organic process#1', 'thing#12'])",['physical entity#1'],2.9096056748635974,133.83834923644585
5,0,1,False,0.03,-1,breath:N,foot:N,"set(['external body part#1', 'part#3', 'novelft#1', 'body part#1', 'physical entity#1', 'process#6', 'bodily process#1', 'organic process#1', 'thing#12'])",['physical entity#1'],2.909605674863597,133.83834923644585
5,0,1,False,0.03,-1,breath:N,pan:N,"set(['artifact#1', 'novelft#1', 'whole#2', 'breath', 'physical entity#1', 'object#1', 'bodily process#1', 'organic process#1', 'instrumentality#3'])",['physical entity#1'],14.946733104855173,158081.26671731099
5,0,1,False,0.03,-1,cabin:N,nose:N,"set(['part#3', 'organ#1', 'body part#1', 'whole#2', 'physical entity#1', 'structure#1', 'object#1', 'artifact#1', 'thing#12'])",['physical entity#1'],0.3734611495665856,0.0049965476480538203
5,0,1,False,0.03,-1,cabin:N,nose:N,"set(['part#3', 'organ#1', 'novelft#1', 'body part#1', 'whole#2', 'physical entity#1', 'object#1', 'artifact#1', 'thing#12'])",['physical entity#1'],0.86659539031490707,0.016032080966300787
5,0,1,False,0.03,-1,cathedral:N,head:N,"set(['external body part#1', 'part#3', 'artifact#1', 'body part#1', 'whole#2', 'physical entity#1', 'structure#1', 'object#1', 'thing#12'])",['physical entity#1'],0.39830731685898907,0.0057000333473533763
5,0,1,False,0.03,-1,cathedral:N,head:N,"set(['external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'body part#1', 'whole#2', 'physical entity#1', 'object#1', 'thing#12'])",['physical entity#1'],0.92424951060982363,0.01828930745231221
5,0,1,False,0.03,-1,cereal:N,face:N,"set(['external body part#1', 'part#3', 'novelft#1', 'substance#7', 'body part#1', 'physical entity#1', 'foodstuff#2', 'matter#3', 'thing#12'])",['physical entity#1'],1.5473961591936662,3.8427389711228157
5,0,1,False,0.03,-1,chair:N,mouth:N,"set(['part#3', 'artifact#1', 'body part#1', 'structure#4', 'whole#2', 'physical entity#1', 'object#1', 'instrumentality#3', 'thing#12'])",['physical entity#1'],0.16471773352225116,0.00077932022949940333
5,0,1,False,0.03,-1,chair:N,mouth:N,"set(['part#3', 'artifact#1', 'novelft#1', 'body part#1', 'structure#4', 'whole#2', 'physical entity#1', 'object#1', 'thing#12'])",['physical entity#1'],0.71548948574957372,0.011738664945083587
5,0,1,False,0.03,-1,change:N,color:N,"set(['visual property#1', 'color', 'novelft#1', 'abstraction#6', 'happening#1', 'attribute#2', 'property#2', 'psychological feature#1', 'change'])",['abstraction#6'],2.0893520770187779,44.476700330510624
5,0,1,False,0.03,-1,chest:N,sausage:N,"set(['food#2', 'part#3', 'matter#3', 'body part#1', 'physical entity#1', 'chest', 'meat#1', 'solid#1', 'thing#12'])",['physical entity#1'],0.82469511820530461,0.39529345774387303
5,0,1,False,0.03,-1,chest:N,sausage:N,"set(['food#2', 'part#3', 'novelft#1', 'physical entity#1', 'chest', 'meat#1', 'matter#3', 'solid#1', 'thing#12'])",['physical entity#1'],1.216612390671522,2.0095803466709725
5,0,1,False,0.03,-1,chop:N,pie:N,"set(['food#2', 'matter#3', 'baked goods#1', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'phenomenon#1', 'solid#1', 'novelft#1'])",['physical entity#1'],1.5940323646429633,13.680894020930044
5,0,1,False,0.03,-1,compound:N,noise:N,"set(['novelft#1', 'abstraction#6', 'sound#4', 'content#5', 'happening#1', 'cognition#1', 'concept#1', 'event#1', 'psychological feature#1'])",['psychological feature#1'],2.0121725311900795,53.329506074542117
5,0,1,False,0.03,-1,cookie:N,cup:N,"set(['food#2', 'food#1', 'matter#3', 'substance#7', 'beverage#1', 'liquid#1', 'physical entity#1', 'novelft#1', 'solid#1'])",['matter#3'],1.0069497922905533,0.36962048524129004
5,0,1,False,0.03,-1,cover:N,eye:N,"set(['part#3', 'organ#1', 'novelft#1', 'body part#1', 'physical entity#1', 'covering#2', 'object#1', 'artifact#1', 'thing#12'])",['physical entity#1'],1.3435319498475318,0.21305584696837354
5,0,1,False,0.03,-1,crib:N,tongue:N,"set(['part#3', 'organ#1', 'novelft#1', 'body part#1', 'physical entity#1', 'artifact#1', 'object#1', 'instrumentality#3', 'thing#12'])",['physical entity#1'],0.87251896066988177,0.018479123693868206
5,0,1,False,0.03,-1,crumpet:N,nursery:N,"set(['food#2', 'physical entity#1', 'artifact#1', 'novelft#1', 'whole#2', 'baked goods#1', 'structure#1', 'object#1', 'solid#1'])",['physical entity#1'],5.2652699875189066,4749.500773370989
5,0,1,False,0.03,-1,demolition:N,need:N,"set(['state#2', 'condition#1', 'novelft#1', 'abstraction#6', 'happening#1', 'attribute#2', 'ending#4', 'need', 'psychological feature#1'])",['abstraction#6'],1.4034928035174985,5.6785056647167202
5,0,1,False,0.03,-1,desk:N,breakfast:N,"set(['food#1', 'artifact#1', 'matter#3', 'substance#7', 'physical entity#1', 'nutriment#1', 'novelft#1', 'instrumentality#3', 'object#1'])",['physical entity#1'],0.77076523153018073,0.015869600457524578
5,0,1,False,0.03,-1,desk:N,breakfast:N,"set(['food#1', 'artifact#1', 'matter#3', 'substance#7', 'whole#2', 'physical entity#1', 'nutriment#1', 'instrumentality#3', 'object#1'])",['physical entity#1'],0.17218632518229041,0.00085967868470288977
5,0,1,False,0.03,-1,door:N,juice:N,"set(['food#1', 'artifact#1', 'matter#3', 'substance#7', 'physical entity#1', 'structure#1', 'object#1', 'novelft#1', 'foodstuff#2'])",['physical entity#1'],1.2779922243777948,0.16629451795155323
5,0,1,False,0.03,-1,drive:N,morning:N,"set(['propulsion#2', 'measure#2', 'fundamental quantity#1', 'novelft#1', 'abstraction#6', 'morning', 'event#1', 'psychological feature#1', 'time period#1'])",['abstraction#6'],1.382559461085878,2.4363339154751182
5,0,1,False,0.03,-1,eclair:N,tea:N,"set(['food#2', 'food#1', 'matter#3', 'substance#7', 'beverage#1', 'baked goods#1', 'liquid#1', 'physical entity#1', 'novelft#1'])",['matter#3'],1.179436759704684,0.64707459052458705
5,0,1,False,0.03,-1,eclair:N,tea:N,"set(['food#2', 'food#1', 'matter#3', 'substance#7', 'beverage#1', 'baked goods#1', 'liquid#1', 'physical entity#1', 'solid#1'])",['matter#3'],0.91794398764496299,0.30265554468746847
5,0,1,False,0.03,-1,elizabeth:N,sun:N,"set(['causal agent#1', 'organism#1', 'natural object#1', 'novelft#1', 'whole#2', 'physical entity#1', 'object#1', 'celestial body#1', 'living thing#1'])",['whole#2'],1.7439192818424618,2.7584904289232917
5,0,1,False,0.03,-1,eyesight:N,name:N,"set(['name', 'novelft#1', 'abstraction#6', 'cognition#1', 'ability#2', 'sight#3', 'language unit#1', 'relation#1', 'part#1'])",['abstraction#6'],1.3410785600071775,8.2540625474018334
5,0,1,False,0.03,-1,fan:N,person:N,"set(['organism#1', 'causal agent#1', 'artifact#1', 'novelft#1', 'whole#2', 'person', 'device#1', 'living thing#1', 'object#1'])",['whole#2'],1.3149431011548784,0.91105758227738842
5,0,1,False,0.03,-1,fence:N,nose:N,"set(['part#3', 'organ#1', 'novelft#1', 'body part#1', 'physical entity#1', 'structure#1', 'object#1', 'artifact#1', 'thing#12'])",['physical entity#1'],1.0510623488432103,0.092235873998670184
5,0,1,False,0.03,-1,figment:N,bit:N,"set(['measure#2', 'abstraction#6', 'content#5', 'cognition#1', 'indefinite quantity#1', 'bit', 'psychological feature#1', 'small indefinite quantity#1', 'idea#1'])",['abstraction#6'],1.4987847672285446,12.038696686829708
5,0,1,False,0.03,-1,figment:N,bit:N,"set(['measure#2', 'novelft#1', 'abstraction#6', 'content#5', 'cognition#1', 'indefinite quantity#1', 'bit', 'small indefinite quantity#1', 'idea#1'])",['abstraction#6'],1.6455429849806154,18.255251144752368
5,0,1,False,0.03,-1,figment:N,might:N,"set(['measure#2', 'fundamental quantity#1', 'abstraction#6', 'content#5', 'attribute#2', 'cognition#1', 'property#2', 'psychological feature#1', 'idea#1'])",['abstraction#6'],2.3858138003610807,127.56278069977196
5,0,1,False,0.03,-1,figment:N,might:N,"set(['measure#2', 'fundamental quantity#1', 'novelft#1', 'abstraction#6', 'content#5', 'attribute#2', 'cognition#1', 'property#2', 'psychological feature#1'])",['abstraction#6'],2.3858138003610807,127.56278069977195
5,0,1,False,0.03,-1,flour:N,roof:N,"set(['food#1', 'artifact#1', 'novelft#1', 'substance#7', 'whole#2', 'physical entity#1', 'covering#2', 'object#1', 'foodstuff#2'])",['physical entity#1'],2.1895576258114131,417.14141801362541
5,0,1,False,0.03,-1,fountain:N,face:N,"set(['external body part#1', 'part#3', 'artifact#1', 'body part#1', 'whole#2', 'physical entity#1', 'structure#1', 'object#1', 'thing#12'])",['physical entity#1'],0.39830731685898907,0.0057000333473533754
5,0,1,False,0.03,-1,fountain:N,face:N,"set(['external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'body part#1', 'whole#2', 'physical entity#1', 'structure#1', 'thing#12'])",['physical entity#1'],1.1207242140345939,0.10455342678467144
5,0,1,False,0.03,-1,fudge:N,tongue:N,"set(['part#3', 'organ#1', 'novelft#1', 'substance#7', 'body part#1', 'physical entity#1', 'nutriment#1', 'matter#3', 'thing#12'])",['physical entity#1'],1.6771018162279114,4.8691907524904554
5,0,1,False,0.03,-1,gargle:N,foot:N,"set(['external body part#1', 'part#3', 'matter#3', 'body part#1', 'substance#1', 'physical entity#1', 'relation#1', 'novelft#1', 'thing#12'])",['physical entity#1'],1.2863240596875267,1.3277825374968875
5,0,1,False,0.03,-1,grass:N,photograph:N,"set(['food#1', 'creation#2', 'artifact#1', 'matter#3', 'substance#7', 'whole#2', 'physical entity#1', 'object#1', 'novelft#1'])",['physical entity#1'],2.5541240664999201,181.95722296297535
5,0,1,False,0.03,-1,handy:N,star:N,"set(['causal agent#1', 'natural object#1', 'novelft#1', 'person#1', 'whole#2', 'physical entity#1', 'object#1', 'celestial body#1', 'living thing#1'])",['whole#2'],1.7710417786797317,3.6231391363642054
5,0,1,False,0.03,-1,hotchpotch:N,name:N,"set(['assortment#1', 'name', 'novelft#1', 'abstraction#6', 'collection#1', 'group#1', 'language unit#1', 'relation#1', 'part#1'])",['abstraction#6'],1.4215598856383493,10.370489066345391
5,0,1,False,0.03,-1,hotchpotch:N,name:N,"set(['hotchpotch', 'name', 'abstraction#6', 'collection#1', 'group#1', 'language unit#1', 'relation#1', 'part#1'])",['abstraction#6'],1.2270874445213309,4.8344020038898323
5,0,1,False,0.03,-1,impulse:N,bang:N,"set(['contact#4', 'novelft#1', 'impact#1', 'motivation#1', 'happening#1', 'entity#1', 'impulse', 'event#1', 'psychological feature#1'])",['psychological feature#1'],1.5269520441524909,27.622121701378568
5,0,1,False,0.03,-1,jersey:N,pot:N,"set(['district#1', 'artifact#1', 'novelft#1', 'whole#2', 'region#3', 'administrative district#1', 'object#1', 'container#1', 'instrumentality#3'])",['object#1'],8.7924948657005739,30767.494131861837
5,0,1,False,0.03,-1,jersey:N,pot:N,"set(['district#1', 'location#1', 'artifact#1', 'whole#2', 'region#3', 'administrative district#1', 'object#1', 'container#1', 'instrumentality#3'])",['object#1'],8.3877186441432112,25232.356855858357
5,0,1,False,0.03,-1,jonathan:N,breakfast:N,"set(['food#1', 'produce#1', 'matter#3', 'substance#7', 'physical entity#1', 'nutriment#1', 'novelft#1', 'solid#1', 'edible fruit#1'])",['matter#3'],2.1940997692444233,103.31631984143021
5,0,1,False,0.03,-1,jonathan:N,breakfast:N,"set(['food#2', 'food#1', 'produce#1', 'matter#3', 'substance#7', 'physical entity#1', 'nutriment#1', 'solid#1', 'edible fruit#1'])",['matter#3'],1.8090417349818702,40.454616458618844
5,0,1,False,0.03,-1,juice:N,highchair:N,"set(['artifact#1', 'novelft#1', 'substance#7', 'whole#2', 'physical entity#1', 'object#1', 'matter#3', 'instrumentality#3', 'foodstuff#2'])",['physical entity#1'],7.0728035555309807,2523.4086994686859
